d7c040be-828d-3a61-95c7-e65354860279;175baa64-d985-4c5e-84ef-67cc3a1cf952;1;NMVOC, non-methane volatile organic compounds, unspecified origin;emissions to air/high. pop.;;NMVOC, non-methane volatile organic compounds;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
32ed320a-67c5-3a69-867c-fd0366558ab0;33b38ccb-593b-4b11-b965-10d747ba3556;1;NMVOC, non-methane volatile organic compounds, unspecified origin;emissions to air/low. pop.;;NMVOC, non-methane volatile organic compounds;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
24a787c2-40c9-3442-a5f1-e8f6b33cdc99;36c96aed-9335-4564-8cdd-46f01a13700c;1;NMVOC, non-methane volatile organic compounds, unspecified origin;emissions to air/stratosphere + troposphere;;NMVOC, non-methane volatile organic compounds;Elementary flows/Emission to air/lower stratosphere + upper troposphere;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8228d917-a5ba-34c6-9559-0659c7384c55;d3260d0e-8203-4cbb-a45a-6a13131a5108;1;NMVOC, non-methane volatile organic compounds, unspecified origin;emissions to air/unspecified;;NMVOC, non-methane volatile organic compounds;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
71ac1fef-c292-3a2f-b016-7501ede3f5df;bd64a010-0115-47ca-942f-cbdac1d26b87;1;Noble gases, radioactive, unspecified;emissions to air/low. pop.;;Noble gases, radioactive, unspecified;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
7f437c0f-27b3-3426-a8be-86d1f2360ece;1dc23713-5d50-3df2-9d1e-7701fa59fa39;1;N-octane;emissions to air/unspecified;;N-octane;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
27ebad4d-7a7e-3c07-8378-5febba5bf84b;fc4dbb89-5363-37ee-bbac-7a8d0bf53426;1;Noise, aircraft, freight;non material emissions/unspecified;;Noise, aircraft, freight;Elementary flows/Immaterial emission/unspecified;;;;838aaa20-0117-11db-92e3-0800200c9a66;Mass transport;;tkm;;t*km
ab25d82c-2859-3e97-b038-a6d57ab6e55e;e0a1cf01-4d3a-3333-bb55-33dafa357fd3;1;Noise, aircraft, passenger;non material emissions/unspecified;;Noise, aircraft, passenger;Elementary flows/Immaterial emission/unspecified;;;;8766e10f-9f41-4db0-8173-ad0d002a5b98;Person transport;;personkm;;p*km
946c9eb8-95fe-3311-80cf-a2446a320ef1;c24e2dc2-b141-376b-b4da-5d3d3b35c768;1;Noise, rail, freight train;non material emissions/unspecified;;Noise, rail, freight train;Elementary flows/Immaterial emission/unspecified;;;;838aaa20-0117-11db-92e3-0800200c9a66;Mass transport;;tkm;;t*km
9729db4c-e2ca-3746-8825-a8d69b1f64ae;dc398ffd-a5a1-3803-9b09-fb9ea5304d18;1;Noise, rail, passenger train, average;non material emissions/unspecified;;Noise, rail, passenger train, average;Elementary flows/Immaterial emission/unspecified;;;;8766e10f-9f41-4db0-8173-ad0d002a5b98;Person transport;;personkm;;p*km
8067c24f-e7c4-30f8-8d8b-fd93a9cb5294;307a17c2-6434-3cf4-9527-2bd1c2288f3e;1000;Noise, road, lorry, average;non material emissions/unspecified;;Noise, road, lorry, average;Elementary flows/Immaterial emission/unspecified;;;;838aaa23-0117-11db-92e3-0800200c9a66;Length;;km;;m
15542396-8d25-3148-bcdb-3092214e2e12;6fa59153-aeea-33db-89a5-dc8f2672908b;1000;Noise, road, passenger car, average;non material emissions/unspecified;;Noise, road, passenger car, average;Elementary flows/Immaterial emission/unspecified;;;;838aaa23-0117-11db-92e3-0800200c9a66;Length;;km;;m
1d2078eb-1b3f-3d36-8d1a-3af63515b9a5;50f05f8e-a062-4298-a805-0f230ef6ff5d;1;Norflurazon;emissions to soil/agricultural;;Norflurazon;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
4d56833c-05f3-398f-b635-1c815c81cc48;5dbd8205-fa09-3895-90d3-5e1d7406c179;1;Occupation, agriculture;resources/land;;Occupation, agriculture;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
731451ff-8ecc-35ac-b39d-56302dc95a85;310b68ea-1ea1-385f-add3-b49c49ac7293;1;Occupation, agriculture, mosaic;resources/land;;Occupation, agriculture, mosaic;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
d2402ef9-9df1-3556-99fe-b24b62b6acba;b91d0527-9a01-4a86-b420-c62b70629ba4;1;Occupation, forest, unspecified;resources/land;;Occupation, forest, unspecified;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
9769556b-f640-37b8-9247-472094a03aef;c4a82f46-381f-474c-a362-3363064b9c33;1;Occupation, annual crop, irrigated;resources/unspecified;;Occupation, annual crop, irrigated;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
66428544-c5cb-3e1c-aefa-11483b64ab4b;a6889a22-e99e-42ea-85cd-4a68d7975dcd;1;Occupation, annual crop, non-irrigated;resources/land;;Occupation, annual crop, non-irrigated;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
a993cc0e-a526-35b9-bf50-0e86d282749d;04eb6f40-8671-3a31-b27b-ef82f04be46f;1;Occupation, annual crop, non-irrigated, diverse-intensive;resources/land;;Occupation, annual crop, non-irrigated, diverse-intensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
e80f6266-a919-32f5-aae8-ca9db661630d;e063ee9c-9850-42b5-b01e-4cc9b5ad7152;1;Occupation, annual crop, non-irrigated, intensive;resources/unspecified;;Occupation, annual crop, non-irrigated, intensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
78543b23-0015-369b-8068-0be863a5a405;23309f61-c8db-3224-abcc-d65ae4800611;1;Occupation, annual crop, organic;resources/land;;Occupation, annual crop, organic;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
cd4627dd-6fdd-30b0-b994-6c2b2eb05a17;4b6b9b76-3199-4bd0-b11d-f8f2efbeac4e;1;Occupation, construction site;resources/land;;Occupation, construction site;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
07890da8-59d2-358f-93c4-5b1733a178d9;1eaa9ea4-40b8-414a-b198-5626400372e1;1;Occupation, dump site;resources/land;;Occupation, dump site;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
49f96388-890d-3d75-a868-68ae97aa6c8e;c033dd2f-87a4-435d-a7cb-477b15310066;1;Occupation, dump site, benthos;resources/land;;Occupation, dump site, benthos;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
8db62ba3-0ecb-364b-95d6-f63af826cc95;2925111b-3464-4e34-9d02-b73c1c033e91;1;Occupation, forest, extensive;resources/unspecified;;Occupation, forest, extensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
6b3fa3a5-b492-3d30-8c0a-a03b98ef05c9;aca1714f-0040-4a65-a73a-0e38aa9f50f4;1;Occupation, forest, intensive;resources/land;;Occupation, forest, intensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
5baf46d8-100f-38c3-8c0e-6575ebbf5574;fc924940-e7cd-3238-9d9c-cdb1b59c6aec;1;Occupation, forest, intensive, normal;resources/land;;Occupation, forest, intensive, normal;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
9651a9de-72ad-302f-a30e-b0b1279bd431;bafff3e8-f51e-42d6-8924-dcab1098c8ef;1;Occupation, forest, intensive, short-cycle;resources/land;;Occupation, forest, intensive, short-cycle;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
cc91a60a-8700-3032-9040-d2c05e36020d;fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b;1;Occupation, industrial area;resources/land;;Occupation, industrial area;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
12e01d52-143c-3c3c-9683-ea960a9e3938;b91d0527-9a01-4a86-b420-c62b70629ba4;1;Occupation, forest, unspecified;resources/unspecified;;Occupation, forest, unspecified;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
b746a6e9-b1ad-317a-afbf-02b0869ace77;69c7d771-04fc-499e-84f8-6c7b923b8ced;1;Occupation, heterogeneous, agricultural;resources/land;;Occupation, heterogeneous, agricultural;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
8d515def-41ee-3355-b11e-6966fc7b7abb;fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b;1;Occupation, industrial area;resources/in ground;;Occupation, industrial area;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
2a5f09e8-3091-35ab-9b94-c18e4ee879f7;9db06277-b6d9-4c48-8cfb-de342e928a50;1;Occupation, seabed, infrastructure;resources/land;;Occupation, seabed, infrastructure;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
cf99b832-7e50-3b59-8c21-65f761fda9af;fe9c3a98-a6d2-452d-a9a4-a13e64f1b95b;1;Occupation, industrial area;resources/unspecified;;Occupation, industrial area;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
03d5ef4f-1e8c-3081-b007-a3cb0297221e;b0828a29-0261-4a12-a5d3-9e72c7e89619;1;Occupation, industrial area, benthos;resources/land;;Occupation, industrial area, benthos;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
da00ae52-4e46-3269-a02b-3e21807ddf24;cf39ec61-e779-4614-97b7-ec622556040d;1;Occupation, industrial area, built up;resources/land;;Occupation, industrial area, built up;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
5143edb8-10ba-3dd9-9dbc-73faab445fda;cf39ec61-e779-4614-97b7-ec622556040d;1;Occupation, industrial area, built up;resources/unspecified;;Occupation, industrial area, built up;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
cc39b56f-a948-30ed-9eeb-93a520610da7;44ea6f89-8780-45b4-a80a-cfc3abcfef5f;1;Occupation, industrial area, vegetation;resources/land;;Occupation, industrial area, vegetation;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
05255383-7253-34bf-bf63-e82c874e39fb;44ea6f89-8780-45b4-a80a-cfc3abcfef5f;1;Occupation, industrial area, vegetation;resources/unspecified;;Occupation, industrial area, vegetation;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
e65c71a8-7701-3bc4-adc9-9c689009df32;379ba5c9-5c3a-43d0-8e2d-605ad9c39e46;1;Occupation, mineral extraction site;resources/land;;Occupation, mineral extraction site;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
f87a5936-c625-3a9a-9d76-f6b0276363ad;59ded913-17fe-4b3e-80cb-79b97cdbef9a;1;Occupation, pasture, man made;resources/land;;Occupation, pasture, man made;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
be6f9bc8-b9e3-344f-b779-5383b0122cf3;19f84b2e-e6ff-4351-ba3a-8b650fc20d14;1;Occupation, pasture, man made, extensive;resources/land;;Occupation, pasture, man made, extensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
1d89f7a1-5208-3a74-8fb8-85de6df72690;98b723d4-3362-4b38-8b1e-1bedacfd5e27;1;Occupation, pasture, man made, intensive;resources/land;;Occupation, pasture, man made, intensive;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
52a138a1-f5a9-32ac-b4c0-ddbac7018272;59734866-f67e-3c7e-a2de-6d269f99788c;1;Occupation, pasture, man made, organic;resources/land;;Occupation, pasture, man made, organic;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
7d8a1b87-158e-3654-a04a-5f1a951060cd;2997b0b4-f6ec-4df0-9481-4bdab4e86507;1;Occupation, permanent crop, fruit, intensive;resources/land;;Occupation, permanent crop, fruit, intensive;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
6a6bee48-58b5-3720-97ac-5c28bba5369e;956c5f83-65c8-4607-9749-147cfb9c8f70;1;Occupation, traffic area, rail/road embankment;resources/land;;Occupation, traffic area, rail/road embankment;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
4d5158d0-add6-36e9-b111-e165df1def26;3cc6b9e3-fda3-4712-b5b2-df07b0b996f3;1;Occupation, sealed soil;resources/land;;Occupation, sealed soil;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
64e8c503-14a8-32c6-b98c-07337ed29f52;c199261c-8234-43c5-b906-5b67707e4395;1;Occupation, shrub land, sclerophyllous;resources/land;;Occupation, shrub land, sclerophyllous;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
255284f7-82d3-3411-a691-cb7ca74556aa;74212326-ca29-46f8-a600-4e45b0ad688e;1;Occupation, traffic area;resources/unspecified;;Occupation, traffic area;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
e20d01fe-1356-3c3b-9528-4fc25e28fd6c;062a6faf-b1a5-4a6a-aa02-47ae3ec566a8;1;Occupation, traffic area, rail network;resources/land;;Occupation, traffic area, rail network;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
e80a0e03-2728-3885-bfc1-c59e632e0c25;062a6faf-b1a5-4a6a-aa02-47ae3ec566a8;1;Occupation, traffic area, rail network, CH;resources/land;;Occupation, traffic area, rail network;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
ef23b51e-2189-3059-a642-60cf380ce729;956c5f83-65c8-4607-9749-147cfb9c8f70;1;Occupation, traffic area, rail/road embankment, CH;resources/land;;Occupation, traffic area, rail/road embankment;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
203e6daf-2162-3f1f-9d32-f2022f86eb45;6d74bab2-969f-419c-a2dc-4dde50cf2553;1;PAH, polycyclic aromatic hydrocarbons;emissions to soil/unspecified;;PAH, polycyclic aromatic hydrocarbons;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
3fb807c1-4bd6-3e2a-98d0-a7bcebe8c2b0;14b92328-e08d-4fac-b16a-da5dcd0e5627;1;Occupation, traffic area, road embankment;resources/land;;Occupation, traffic area, road embankment;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
3329c3cd-e4d5-38a4-972e-941270c6de32;26efe47c-92a5-4dea-b4d0-eac13e418a58;1;Occupation, traffic area, road network;resources/land;;Occupation, traffic area, road network;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
9d94cd4d-a54f-3967-b4c9-46ec10b6dd15;72745257-3534-4ca3-adfa-a2eb63f1e7d9;1;Occupation, traffic area, road network;resources/unspecified;;Occupation, traffic area, road network;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
8a78de0f-41a0-3e79-9984-001a9eabc736;a4c4b2e8-7611-4690-b00f-80789d4eb9fe;1;Occupation, tropical rain forest;resources/land;;Occupation, tropical rain forest;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
6e874eab-578a-370f-a187-4b917a5a75e6;061259d7-7bcc-4298-af3a-63d084191988;1;Occupation, unspecified, natural (non-use);resources/land;;Occupation, unspecified, natural (non-use);Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
c899b57a-8e42-39de-a970-b21b05bf2e09;63cf5ffa-3b2c-3ab8-b726-0bab20804237;1;Occupation, unspecified, used;resources/land;;Occupation, unspecified, used;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
8e8094cb-0c16-336b-bede-892f2e9cedbe;89823c78-b1cc-398f-946e-36a47fdac7cb;1;Occupation, urban;resources/unspecified;;Occupation, urban;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
b17c6ca5-f8eb-36ef-949d-737fc5e22e45;3b4db191-9634-4a01-a873-f3cb234785e4;1;Occupation, urban, continuously built;resources/land;;Occupation, urban, continuously built;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
339caa3d-bb76-3a8e-b39b-d70362901536;56ec994a-eb96-42e8-93eb-4970e30e6362;1;Occupation, urban, discontinuously built;resources/land;;Occupation, urban, discontinuously built;Elementary flows/Resource/land;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
ff717dc2-3c2f-31d8-93a0-2232ea9a6141;080bf4c6-fab3-4e21-88c7-20b435aa42e8;1;Occupation, urban, discontinuously built;resources/unspecified;;Occupation, urban, discontinuously built;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
e2a7ccec-7bdb-38ca-aec2-76185a16d435;b9a35003-86ed-45d8-b616-ef6859087b40;1;Occupation, water bodies, artificial;resources/land;;Occupation, water bodies, artificial;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
6c87738a-3e7d-32e3-9b67-44369308979a;a47cd00c-476b-4f73-a0a0-46dc11638699;1;Occupation, water courses, artificial;resources/land;;Occupation, water courses, artificial;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-21da-a746-0800200c9a66;Area*Time;;m2a;c7266b67-4ea2-457f-b391-9b94e26e195a;m2*a
4fb464b2-005e-370e-934b-71f365baa7db;cf011bab-9c8c-34aa-b2cc-390a7ccf0de4;1;Octene (mixture of isomers);emissions to air/unspecified;;Octene (mixture of isomers);Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d239c40c-86b5-3f0c-b716-814b4c8a7938;88d06db9-59a1-4719-9174-afeb1fa4026a;1;Oil, crude;resources/in ground;;Oil, crude;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
902e1b11-634c-32a6-aa0c-0b37044da7fc;79459b74-727a-465f-b0cb-aae38d1d39cc;1;Oils, biogenic;emissions to soil/agricultural;;Oils, non-fossil;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ae2af339-ce2c-3d28-b5da-ce37139c52e4;d41ee922-fa80-45e3-a317-3e9b72ee385d;1;Oils, biogenic;emissions to soil/forestry;;Oils, non-fossil;Elementary flows/Emission to soil/forestry;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
21f89a81-e34d-375c-8115-837e12191bd3;be4835bf-5252-48c1-be48-14f59d533bbd;1;Oils, biogenic;emissions to soil/industrial;;Oils, non-fossil;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e5ad9e6b-5bba-357f-8871-c86d97d5945f;c161d9b4-2237-4053-b549-9e0cfc201e0d;1;Oils, biogenic;emissions to soil/unspecified;;Oils, non-fossil;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ac7a948e-ce9c-3c1d-8a22-b52b051c8cb7;85403ceb-612c-494a-bcab-901946278f58;1;Oils, unspecified;emissions to soil/agricultural;;Oils, unspecified;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
a15cb0e3-b8cd-3c4f-9e8f-23efb0596c6a;7538ab50-2ef6-4e49-880d-48d5b283a79b;1;Oils, unspecified;emissions to soil/forestry;;Oils, unspecified;Elementary flows/Emission to soil/forestry;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8fefab65-aafd-36a2-9c26-90ed04dd1423;e9bf9e2d-4bd1-4679-86ff-e34f6b750ea0;1;Oils, unspecified;emissions to soil/industrial;;Oils, unspecified;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
943dc190-144b-314c-bc26-4340fda76969;21f77eaa-6f3e-426d-8932-fde33cd936d6;1;Oils, unspecified;emissions to soil/unspecified;;Oils, unspecified;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
9c088edd-ddb7-321d-acc6-b7ab489808ef;5d830756-4153-4cc9-ade4-69f8c19e150f;1;Oils, unspecified;emissions to water/ocean;;Oils, unspecified;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8ef9e368-ccd9-341a-a942-8529550bd803;f65171a0-5a6a-4cab-b68e-bf56db68907a;1;Oils, unspecified;emissions to water/river;;Oils, unspecified;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
